번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모,관광숙박업상세명
2220,관광숙박업,03_11_01_P,3000000,CDFI2260032020000002,2020-11-16,,1,영업/정상,13,영업중,,,,,02-6353-7700,,,서울특별시 종로구 원남동 49-17 오라카이 대학로 호텔,"서울특별시 종로구 율곡로 180, 오라카이 대학로 호텔 (원남동)",3127,오라카이 대학로 호텔,2022-01-04 17:13,U,2022-01-06 2:40,,199821.3637,452603.4755,관광숙박업,,일반상업지역,19,,,,숙박시설,14,5,232,19413,Orakai Daehakro Hotel,Tourist Accommodation Business,0,0,,0,0,,0,19412.5,,0,,,,,,,548000000,,,,19413,관광호텔업
2221,관광숙박업,03_11_01_P,4810000,CDFI2260032022000010,2022-11-02,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 둔덕동 221-1,전라남도 여수시 용수1길 8-15 (둔덕동),59625,그린루체,2022-11-02 9:01,I,2022-11-04 0:22,,263960.8112,142964.8915,관광숙박업,,일반주거지역,1,기타,,,숙박시설,1,0,0,0,,,0,0,,0,0,,0,206.84,,0,,,,,,,1250000000,,,,207,호스텔업
2222,관광숙박업,03_11_01_P,5690000,CDFI2260032022000001,2022-10-27,,1,영업/정상,13,영업중,,,,,,,,세종특별자치시 전의면 달전리 산 72-2,세종특별자치시 전의면 의당전의로 252-1,30007,세종 레이캐슬 골프&리조트 콘도B,2022-10-27 9:44,I,2022-10-29 0:22,,217059.9963,346200.9878,관광숙박업,,관리지역,5,기타,,,콘도미니엄,5,1,55,2420,,,0,0,,0,0,,0,2419.67,,0,,,,,,,0,,,,2420,휴양콘도미니엄업
2223,관광숙박업,03_11_01_P,3130000,CDFI2260032022000001,2022-10-12,,1,영업/정상,13,영업중,,,,,02-6410-1000,,,서울특별시 마포구 마포동 450 나루,서울특별시 마포구 마포대로 8 (마포동),4176,호텔 나루,2023-03-30 15:17,U,2023-05-26 8:48,,195002.7162,448331.0671,관광숙박업,,근린상업지역,29,,,,,24,5,196,0,Hotel Naru,TOURIST ACCOMMODATION(TOURIST HOTEL),0,0,,0,0,,0,27340.92,,0,,,,,,,0,,,,27341,관광호텔업
2224,관광숙박업,03_11_01_P,3490000,CDFI2260032022000004,2022-10-27,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 을왕동 694-7,인천광역시 중구 용유서로 262-5 (을왕동),22383,오아시스,2024-03-29 11:02,U,2024-03-31 2:40,,145017.6411,438223.0227,관광숙박업,,자연녹지지역,1,,,,숙박시설,1,0,2,0,,,0,0,,0,0,,0,196.48,,0,,,,,,,0,,,,196,호스텔업
2225,관광숙박업,03_11_01_P,6520000,CDFI2260032022000002,2022-09-08,,1,영업/정상,13,영업중,,,,,064-735-0311,,,제주특별자치도 서귀포시 표선면 가시리 265,제주특별자치도 서귀포시 표선면 가시로 383,63623,카세로지,2022-09-08 18:04,I,2022-09-11 0:22,,180047.5068,-16770.28659,관광숙박업,,관리지역,2,,,,호텔,2,1,0,0,,,0,0,,0,0,,0,3469.86,,0,,,,,,,3343539970,,,,3470,소형호텔업
2226,관광숙박업,03_11_01_P,3730000,CDFI2260032022000001,2022-10-12,,1,영업/정상,13,영업중,,,,,,,,울산광역시 울주군 서생면 진하리 73-9,"울산광역시 울주군 서생면 진하해변길 34, 비엔베뉴",45013,비엔베뉴,2023-05-18 16:55,U,2023-05-20 2:40,,413157.1128,212261.7354,관광숙박업,,일반상업지역,4,,,농협손해보험,숙박시설,4,0,7,993,,,0,0,,0,0,,0,708.17,,0,,,,,,,3126000130,,,,708,호스텔업
2227,관광숙박업,03_11_01_P,3330000,CDFI2260032022000007,2022-09-29,,1,영업/정상,13,영업중,,,,,051-747-6500,,,부산광역시 해운대구 중동 957-2 삼환미포씨랜드,"부산광역시 해운대구 달맞이길62번길 38, 삼환미포씨랜드 4층 (중동)",48098,퍼스트호텔,2023-08-09 11:23,U,2023-08-11 2:40,,397764.3664,186527.1572,관광숙박업,,상업지역,9,,,,,5,4,30,16456,,,0,0,,0,0,,0,1765.48,,0,,,,,,,100000000,,,,1765,관광호텔업
2228,관광숙박업,03_11_01_P,3010000,CDFI2260032022000003,2022-11-11,,1,영업/정상,13,영업중,,,,,02-777-7905,,,서울특별시 중구 필동1가 44-1,서울특별시 중구 충무로 7 (필동1가),4554,G3호텔,2023-12-15 20:34,U,2023-12-17 2:40,,199303.8896,451060.843,관광숙박업,,일반상업지역,0,,,,,19,4,197,427,G3 Hotel,Tourist Hotel,0,0,,0,0,,0,9838,,0,,,,,,,0,,,,9838,관광호텔업
2229,관광숙박업,03_11_01_P,3380000,CDFI2260032022000003,2022-09-29,,1,영업/정상,13,영업중,,,,,,,,부산광역시 수영구 민락동 181-130,"부산광역시 수영구 민락수변로17번길 35, 7층 (민락동)",48283,영이언니네,2024-04-15 17:42,U,2024-04-17 2:40,,393645.0789,186031.6447,관광숙박업,,,7,,,,,7,0,5,0,,,0,0,,0,0,,0,157.99,,0,,,,,,,40000000,,,,158,호스텔업
2230,관광숙박업,03_11_01_P,4170000,CDFI2260032022000001,2022-09-14,,1,영업/정상,13,영업중,,,,,031-770-9700,,,경기도 양평군 양동면 고송리 1793,경기도 양평군 양동면 양동로 758,12533,휴 빌리지,2022-09-14 13:50,I,2022-09-16 0:22,,261795.1436,441498.0346,관광숙박업,,,5,,,,,4,1,0,0,,,0,0,,0,0,,0,29149.3,,0,,,,,,,63885001000,,,,29149,휴양콘도미니엄업
2231,관광숙박업,03_11_01_P,3330000,CDFI2260032022000008,2022-10-18,,1,영업/정상,13,영업중,,,,,,,,부산광역시 해운대구 송정동 312-10 씨엔씨빌딩,"부산광역시 해운대구 송정광어골로 19, 씨엔씨빌딩 8층 (송정동)",48073,송정스카이펜트하우스,2022-12-27 15:58,U,2022-12-29 2:40,,400192.4023,188896.4612,관광숙박업,,준주거지역,10,,,,,9,1,1,2062,,,0,0,,0,0,,0,251.21,,0,,,,,,,0,,,,251,호스텔업
2232,관광숙박업,03_11_01_P,5070000,CDFI2260032022000001,2022-09-22,,1,영업/정상,13,영업중,,,,,,,,경상북도 안동시 와룡면 중가구리 236-7,경상북도 안동시 와룡면 동악골길 95,36611,펜션달안동,2022-09-30 17:20,U,2022-10-02 2:40,,358920.5477,345148.7389,관광숙박업,,,4,,,,,0,0,9,0,,,0,0,,0,0,,0,131,,0,,,,,,,0,,,,131,호스텔업
2233,관광숙박업,03_11_01_P,4810000,CDFI2260032022000008,2022-10-11,,1,영업/정상,13,영업중,,,,,02-739-9700,,,전라남도 여수시 수정동 621,전라남도 여수시 수정3길 8 (수정동),59744,신라스테이 여수,2022-10-11 14:40,I,2022-10-13 0:22,,268472.5938,138671.4149,관광숙박업,,일반상업지역,20,기타,,,호텔,20,1,0,0,,,0,0,,0,0,,0,25741.18,,0,,,,,,,5000000000,,,,25741,관광호텔업
2234,관광숙박업,03_11_01_P,4160000,CDFI2260032022000005,2022-10-21,,1,영업/정상,13,영업중,,,,,,,,경기도 가평군 가평읍 달전리 138-10,경기도 가평군 가평읍 북한강변로 1007-80,12422,리썸파이브풀빌라,2023-02-14 15:49,U,2023-02-16 2:40,,245963.9006,478018.8786,관광숙박업,,자연녹지지역,4,기타,,,숙박시설,4,0,0,0,,,0,0,,0,0,,0,446,,0,,,,,,,0,,,,446,호스텔업
2235,관광숙박업,03_11_01_P,4160000,CDFI2260032022000006,2022-10-21,,1,영업/정상,13,영업중,,,,,,,,경기도 가평군 가평읍 달전리 138-9,경기도 가평군 가평읍 북한강변로 1007-78,12422,시에르 풀빌라,2023-02-14 15:49,U,2023-02-16 2:40,,245975.5135,478024.6921,관광숙박업,,자연녹지지역,4,기타,,,숙박시설,4,0,0,0,,,0,0,,0,0,,0,446,,0,,,,,,,0,,,,446,호스텔업
2236,관광숙박업,03_11_01_P,4160000,CDFI2260032022000007,2022-10-21,,1,영업/정상,13,영업중,,,,,,,,경기도 가평군 가평읍 달전리 138-6,경기도 가평군 가평읍 북한강변로 1007-60,12422,빈체로온수풀빌라,2024-02-26 13:31,U,2024-02-29 2:40,,246065.3072,478029.6682,관광숙박업,,자연녹지지역,4,기타,,,숙박시설,4,0,0,0,,,0,0,,0,0,,0,247.34,,0,,,,,,,0,,,,247,호스텔업
2237,관광숙박업,03_11_01_P,4160000,CDFI2260032022000008,2022-10-21,,1,영업/정상,13,영업중,,,,,,,,경기도 가평군 가평읍 달전리 172-5,경기도 가평군 가평읍 북한강변로 1007-40,12422,리본온수풀빌라,2023-02-14 15:50,U,2023-02-16 2:40,,245990.8306,477998.3532,관광숙박업,,자연녹지지역,4,기타,,,숙박시설,4,0,0,0,,,0,0,,0,0,,0,323,,0,,,,,,,0,,,,323,호스텔업
2238,관광숙박업,03_11_01_P,3270000,CDFI2260032022000002,2022-09-07,,1,영업/정상,13,영업중,,,,,051-467-7001,,,부산광역시 동구 초량동 611,부산광역시 동구 중앙대로179번길 9 (초량동),48820,골드스톤호텔,2024-03-12 17:10,U,2024-03-14 2:40,,385730.1857,181281.205,관광숙박업,,,0,,,,,0,0,36,3130,,,0,0,,0,0,,0,3130,,0,,,,,,,0,,,,3130,관광호텔업
2239,관광숙박업,03_11_01_P,4800000,CDFI2260032022000002,2022-07-19,,1,영업/정상,13,영업중,,,,,,,,전라남도 목포시 만호동 1-14,전라남도 목포시 만호로29번길 12 (만호동),58753,요티인 목포,2024-02-20 17:48,U,2024-02-22 2:40,,143522.1354,143148.9532,관광숙박업,,일반주거지역,2,기타,,,숙박시설,2,0,0,102,,,0,0,,0,0,,0,109.1,,0,,,,,,,300000000,,,,109,호스텔업
2240,관광숙박업,03_11_01_P,5670000,CDFI2260032022000002,2022-10-25,,1,영업/정상,13,영업중,,,,,055-546-1938,,,경상남도 창원시 진해구 명동 187,경상남도 창원시 진해구 명제로 324-5 (명동),51616,호스텔블랙펄,2024-01-25 11:07,U,2024-01-27 2:40,,357538.8386,178798.5469,관광숙박업,,일반주거지역,2,기타,,삼성화재 재물보험,숙박시설,0,0,5,566,,,0,0,,0,0,,0,359.35,,0,,,,,,,0,,,,359,호스텔업
2241,관광숙박업,03_11_01_P,4090000,CDFI2260032022000001,2022-11-03,,1,영업/정상,13,영업중,,,,,02-582-0700,,,경기도 김포시 고촌읍 전호리 634,"경기도 김포시 고촌읍 아라육로152번길 169, 라마다 앙코르 김포한강호텔",10135,라마다 앙코르 김포 한강호텔,2023-09-13 9:04,U,2023-09-16 2:40,,181023.8204,455474.3362,관광숙박업,,준주거지역,17,기타,,,숙박시설,14,3,594,0,Ramada Encore Gimpo Han River,Tourist Hotel,0,0,,0,0,,0,28066.81,,0,,,,,,,0,,,,28067,관광호텔업
2242,관광숙박업,03_11_01_P,3490000,CDFI2260032022000003,2022-09-27,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 을왕동 741,인천광역시 중구 용유서로302번길 36 (을왕동),22383,큐하우스,2024-03-29 11:02,U,2024-03-31 2:40,,144849.529,438532.7054,관광숙박업,,녹지지역,3,,,,숙박시설,3,0,3,189,,,0,0,,0,0,,0,188.73,,0,,,,,,,62028744,,,,189,호스텔업
2243,관광숙박업,03_11_01_P,3080000,CDFI2260032022000001,2022-09-26,,1,영업/정상,13,영업중,,,,,02-900-2220,,,서울특별시 강북구 수유동 174-32 외1필지(174-19),서울특별시 강북구 한천로140길 14 (수유동),1054,제이베이 관광호텔,2023-04-12 9:27,U,2023-04-14 2:40,,202345.9695,459791.6428,관광숙박업,,준주거지역,11,,,,,10,1,0,0,,,0,0,,0,0,,0,1862.17,,0,,,,,,,0,,,,1862,관광호텔업
2244,관광숙박업,03_11_01_P,5370000,CDFI2260032022000001,2022-10-05,,1,영업/정상,13,영업중,,,,,,,,경상남도 거제시 사등면 사곡리 280-3,경상남도 거제시 사등면 모래실길 58-81,53278,사곡 B&B HOTEL,2024-01-11 13:13,U,2024-01-13 2:40,,344579.2962,156526.9702,관광숙박업,,자연녹지지역,5,기타,,,숙박시설,4,1,0,0,,,0,0,,0,0,,0,3003,,0,,,,,,,0,,,,3003,관광호텔업
2245,관광숙박업,03_11_01_P,6520000,CDFI2260032022000003,2022-10-06,,1,영업/정상,13,영업중,,,,,647389987,,,제주특별자치도 서귀포시 상예동 3713-1,제주특별자치도 서귀포시 일주서로 1262 (상예동),63534,고은관광농원 휴양콘도미니엄,2023-11-02 9:56,U,2023-11-04 2:40,,142018.2039,-25531.276,관광숙박업,,,0,,,,,1,4,0,0,,,0,0,,0,0,,0,1346.74,,0,,,,,,,0,,,,1347,휴양콘도미니엄업
2246,관광숙박업,03_11_01_P,5260000,CDFI2260032022000001,2022-10-20,,1,영업/정상,13,영업중,,,,,,,,경상북도 울릉군 울릉읍 사동리 684-61,경상북도 울릉군 울릉읍 신리길 85,40231,The Hill(더 힐),2023-01-05 9:36,U,2023-01-07 2:40,,542870.5795,447981.6735,관광숙박업,,일반주거지역,4,,,,숙박시설,4,0,8,19106,,,0,0,,0,0,,0,595.01,,0,,,,,,,0,,,,595,호스텔업
2247,관광숙박업,03_11_01_P,4810000,CDFI2260032022000007,2022-09-06,,1,영업/정상,13,영업중,,,,,061-614-2600,,,전라남도 여수시 돌산읍 평사리 1274-2,전라남도 여수시 돌산읍 무술목길 90,59771,미아모르,2022-09-06 8:49,I,2022-09-08 0:22,,271443.6886,132791.2298,관광숙박업,,자연녹지지역,2,기타,,,숙박시설,2,2,0,0,,,0,0,,0,0,,0,1026800,,0,,,,,,,3000000000,,,,1026800,호스텔업
2248,관광숙박업,03_11_01_P,3320000,CDFI2260032022000001,2022-09-22,,1,영업/정상,13,영업중,,,,,,,,부산광역시 북구 구포동 1060-262,부산광역시 북구 낙동대로 1684 (구포동),46502,티티호텔 구포,2023-04-28 14:14,U,2023-04-30 2:40,,381680.8302,191353.0071,관광숙박업,,일반상업지역,0,기타,,재난배상책임보험,숙박시설,20,2,163,8702,,,0,0,,0,0,,0,8701.54,,0,,,,,,,200000000,,,,8702,관광호텔업
2249,관광숙박업,03_11_01_P,3380000,CDFI2260032022000004,2022-10-31,,1,영업/정상,13,영업중,,,,,,,,부산광역시 수영구 민락동 178-13 8층,"부산광역시 수영구 광안해변로 249, 249타워 8층 (민락동)",48284,시점,2023-01-06 11:31,U,2023-01-08 2:40,,393213.3366,186059.2358,관광숙박업,,,10,,,,,0,0,5,0,,,0,0,,0,0,,0,208.14,,0,,,,,,,150000000,,,,208,호스텔업
2250,관광숙박업,03_11_01_P,4810000,CDFI2260032022000009,2022-10-24,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 산 281-2,전라남도 여수시 돌산읍 돌산로 3072,59771,하플로스 키즈 & 풀 빌라,2022-10-24 13:27,I,2022-10-26 0:22,,269914.6771,133438.4859,관광숙박업,,자연녹지지역,2,기타,,,숙박시설,2,1,0,0,,,0,0,,0,0,,0,2656,,0,,,,,,,200000000,,,,2656,호스텔업
2251,관광숙박업,03_11_01_P,4671000,CDFI2260031996000001,1996-12-24,,1,영업/정상,13,영업중,,,,,063-451-0055,,573-843,전북특별자치도 군산시 성산면 성덕리 428-4,전북특별자치도 군산시 성산면 철새로 56,573-843,군산스테이 관광호텔,2023-05-09 11:17,I,2024-01-19 1:16,,178514.1398,279425.3875,관광숙박업,관광사업,자연녹지지역,7,기타,,,숙박시설,7,1,108,17721,,,0,0,,0,0,,0,18623,,0,,,,,,,50000000,,,,18623,관광호텔업
2252,관광숙박업,03_11_01_P,4671000,CDFI2260032004000001,2004-09-07,,1,영업/정상,13,영업중,,,,,063-468-4681,,,전북특별자치도 군산시 나운동 1195-49 리츠프라자호텔,"전북특별자치도 군산시 한밭안길 30, 리츠프라자호텔 (나운동)",54146,리츠프라자 호텔,2023-01-10 15:13,I,2024-01-19 1:16,,172165.4876,273155.6915,관광숙박업,,자연녹지지역,8,,,,숙박시설,7,1,58,6413,,,0,0,,0,0,,0,1761.7,,0,,,,,,,0,,,,1762,관광호텔업
2253,관광숙박업,03_11_01_P,4641000,CDFI2260032022000003,2022-06-22,,1,영업/정상,13,영업중,,,,,063-231-5300,,,전북특별자치도 전주시 완산구 남노송동 531-1 한빛관광호텔,"전북특별자치도 전주시 완산구 기린대로 102, 한빛관광호텔 (남노송동)",55036,한빛호텔,2022-09-24 14:47,I,2024-01-19 1:16,,213937.0178,257619.8745,관광숙박업,,일반주거지역,7,,,,,7,0,33,1563,,,0,0,,0,0,,0,1562.71,,0,,,,,,,0,,,,1563,관광호텔업
2254,관광숙박업,03_11_01_P,4641000,CDFI2260032023000001,2023-02-20,,1,영업/정상,13,영업중,,,,,063-283-0300,,,전북특별자치도 전주시 완산구 남노송동 536-10,전북특별자치도 전주시 완산구 한지길 9-2 (남노송동),55040,인센스,2023-09-25 10:01,I,2024-01-19 1:16,,213773.7085,257748.177,관광숙박업,,일반상업지역,3,,,,,0,0,2,0,,,0,0,,0,0,,0,149.28,,0,,,,,,,0,,,,149,호스텔업
2255,관광숙박업,03_11_01_P,4641000,CDFI2260032023000002,2023-03-17,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 전주시 완산구 남노송동 536-19,전북특별자치도 전주시 완산구 한지길 9-4 (남노송동),55040,살구 스테이,2023-09-25 10:01,I,2024-01-19 1:16,,213790.0824,257737.6453,관광숙박업,,,3,,,,,0,0,2,0,,,0,0,,0,0,,0,199.17,,0,,,,,,,0,,,,199,호스텔업
2256,관광숙박업,03_11_01_P,4641000,CDFI2260032023000005,2023-09-06,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 전주시 완산구 풍남동3가 12-8,전북특별자치도 전주시 완산구 기린대로 68 (풍남동3가),55036,전주한옥마을 호스텔 Ark,2024-05-16 16:51,U,2024-05-18 2:40,,213935.3835,257276.5157,관광숙박업,,,4,,,,,0,0,3,0,,,0,0,,0,0,,0,272.07,,0,,,,,,,0,,,,272,호스텔업
2257,관광숙박업,03_11_01_P,4641000,CDFI2260032015000007,2015-11-24,,1,영업/정상,13,영업중,,,,,063-271-0800,,,전북특별자치도 전주시 완산구 풍남동1가 56-1,전북특별자치도 전주시 완산구 은행로 22 (풍남동1가),55039,황실한옥관광호텔,2021-10-21 8:23,I,2024-01-19 1:16,,213635.0057,257546.5728,관광숙박업,,일반주거지역,6,주택가주변,,MG손해보험,호텔,5,1,20,1090,,Tourism and hospitality,0,0,,0,0,,0,1090.13,,0,,,,,,,0,,,,1090,소형호텔업
2258,관광숙박업,03_11_01_P,4641000,CDFI2260032018000001,2018-04-19,,1,영업/정상,13,영업중,,,,,637151616,,,전북특별자치도 전주시 완산구 중노송동 498-17,전북특별자치도 전주시 완산구 현무3길 56 (중노송동),55000,24게스트하우스 전주점,2024-05-17 10:20,U,2024-05-19 2:40,,213513.1311,258019.6762,관광숙박업,,일반상업지역,3,학교정화(상대),,,숙박시설,3,1,22,682,,,0,0,,0,0,,0,578.76,,0,,,,,,,370000000,,,,579,호스텔업
2259,관광숙박업,03_11_01_P,4641000,CDFI2260032023000003,2023-04-04,,1,영업/정상,13,영업중,,,,,063-908-9200,,,전북특별자치도 전주시 덕진구 금암동 753-1,전북특별자치도 전주시 덕진구 떡전5길 24 (금암동),54932,호텔아라리,2023-09-25 10:01,I,2024-01-19 1:16,,211735.1928,259741.9235,관광숙박업,,상업지역,10,,,,,0,0,0,0,,,0,0,,0,0,,0,1952.79,,0,,,,,,,0,,,,1953,가족호텔업
2260,관광숙박업,03_11_01_P,4641000,CDFI2260032023000004,2023-08-02,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 전주시 완산구 전동 22,"전북특별자치도 전주시 완산구 팔달로 150-5, 1층 (전동)",55042,전주아침스테이,2023-08-02 9:29,I,2024-01-19 1:16,,213332.5478,257323.4351,관광숙박업,,,0,,,,,0,0,1,0,,,0,0,,0,0,,0,81.19,,0,,,,,,,0,,,,81,호스텔업
2261,관광숙박업,03_11_01_P,4641000,CDFI2260032023000006,2023-10-26,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 전주시 덕진구 덕진동2가 200-6,전북특별자치도 전주시 덕진구 기린대로 540 (덕진동2가),54897,루엘호텔,2024-01-02 13:17,I,2024-01-19 1:16,,210820.9924,260698.8282,관광숙박업,,,4,,,,,0,0,21,0,,,0,0,,0,0,,0,998.76,,0,,,,,,,0,,,,999,소형호텔업
2262,관광숙박업,03_11_01_P,4641000,CDFI2260032023000007,2023-11-27,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 전주시 완산구 다가동3가 6-1,"전북특별자치도 전주시 완산구 전주객사2길 37, 3층,4층 (다가동3가)",54999,다다 호스텔,2024-05-16 16:40,U,2024-05-18 2:40,,212614.5222,257592.7399,관광숙박업,,상업지역,2,,,,,0,0,2,0,,,0,0,,0,0,,0,161.72,,0,,,,,,,0,,,,162,호스텔업
2263,관광숙박업,03_11_01_P,4641000,CDFI2260032023000008,2023-11-27,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 전주시 완산구 다가동3가 15-1,전북특별자치도 전주시 완산구 전주객사2길 23-3 (다가동3가),54999,객리장,2024-05-16 16:47,U,2024-05-18 2:40,,212638.7307,257523.534,관광숙박업,,,2,,,,,0,0,1,154,,,0,0,,0,0,,0,154.46,,0,,,,,,,0,,,,154,호스텔업
2264,관광숙박업,03_11_01_P,4641000,CDFI2260032023000009,2023-12-27,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 전주시 완산구 풍남동3가 12-6,"전북특별자치도 전주시 완산구 기린대로 72, 2층 (풍남동3가)",55036,전주 한옥마을 독채 덕수궁 별관,2024-02-15 10:37,U,2024-02-17 2:40,,213931.5075,257298.7716,관광숙박업,,,2,,,,,0,0,1,60,,,0,0,,0,0,,0,60.19,,0,,,,,,,0,,,,60,호스텔업
2265,관광숙박업,03_11_01_P,4641000,CDFI2260032021000002,2021-10-26,,1,영업/정상,13,영업중,,,,,063-232-5353,,,전북특별자치도 전주시 완산구 경원동1가 102 전주호텔 꽃심,"전북특별자치도 전주시 완산구 팔달로 171, 전주호텔 꽃심 (경원동1가)",55038,전주관광호텔 꽃심,2021-11-18 18:12,I,2024-01-19 1:16,,213191.3491,257527.9259,관광숙박업,,일반상업지역,6,,,,숙박시설,4,2,98,8439,Jeonju Tourist Hotel Kkotsim,Tourism and hospitality,0,0,,0,0,,0,8438.84,,0,,,,,,,3000000000,,,,8439,관광호텔업
2266,관광숙박업,03_11_01_P,4641000,CDFI2260032022000001,2022-01-14,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 전주시 덕진구 금암동 714-5,전북특별자치도 전주시 덕진구 떡전4길 11-5 (금암동),54932,제이비캐슬,2023-09-25 10:00,I,2024-01-19 1:16,,211620.4622,259826.8275,관광숙박업,,일반상업지역,10,,,,숙박시설,10,0,70,2148,,,0,0,,0,0,,0,2147.7,,0,,,,,,,0,,,,2148,호스텔업
2267,관광숙박업,03_11_01_P,4641000,CDFI2260032022000002,2022-06-09,,1,영업/정상,13,영업중,,,,,063-231-1300,,,전북특별자치도 전주시 완산구 동서학동 6-11,전북특별자치도 전주시 완산구 전주천서로 49 (동서학동),55101,다온호텔,2023-09-25 10:00,I,2024-01-19 1:16,,214024.6876,256705.0102,관광숙박업,,,5,,,,,4,1,20,928,,,0,0,,0,0,,0,927.89,,0,,,,,,,0,,,,928,소형호텔업
2268,관광숙박업,03_11_01_P,4641000,CDFI2260031996000001,1996-12-30,,1,영업/정상,13,영업중,,,,,063-232-7000,,,전북특별자치도 전주시 완산구 풍남동3가 26-5 라한호텔 전주,"전북특별자치도 전주시 완산구 기린대로 85, 라한호텔 전주 (풍남동3가)",55041,라한호텔전주,2023-06-08 9:56,I,2024-01-19 1:16,,213854.3035,257455.7227,관광숙박업,관광사업,준주거지역,12,주택가주변,,롯데손해보험,호텔,9,3,195,34628,,Tourism and hospitality,0,0,,0,0,,0,34628.37,,0,,,,,,,0,,,,34628,관광호텔업
2269,관광숙박업,03_11_01_P,4641000,CDFI2260032009000001,2009-06-16,,1,영업/정상,13,영업중,,,,,063-288-0014,,,전북특별자치도 전주시 완산구 고사동 199,"전북특별자치도 전주시 완산구 전주객사5길 43-3 (고사동, 전주한성관광호텔)",54999,호텔한성,2024-05-14 20:42,U,2024-05-16 2:40,,213014.1355,257759.7672,관광숙박업,,일반상업지역,6,기타,,LIG,호텔,5,1,40,3293,,Tourism and hospitality,0,0,,0,0,,0,3293.19,,0,,,,,,,1500000000,,,,3293,관광호텔업
2270,관광숙박업,03_11_01_P,4641000,CDFI2260032011000001,2011-09-06,,1,영업/정상,13,영업중,,,,,063-271-0123,,,전북특별자치도 전주시 덕진구 금암동 754-4,전북특별자치도 전주시 덕진구 전주천동로 501 (금암동),54932,화이트관광호텔,2024-05-28 16:28,U,2024-05-30 2:40,,211760.72,259679.6907,관광숙박업,,일반상업지역,9,기타,,삼성화재,숙박시설,8,1,35,1958,,Tourism and hospitality,0,0,,0,0,,0,1957.51,,0,,,,,,,0,,,,1958,관광호텔업
2271,관광숙박업,03_11_01_P,4641000,CDFI2260032012000001,2012-04-04,,1,영업/정상,13,영업중,,,,,063-247-5900,,561-222,전북특별자치도 전주시 덕진구 우아동2가 921-7,전북특별자치도 전주시 덕진구 정언신로 182 (우아동2가),55023,째즈어라운드 호텔,2022-04-26 8:17,I,2024-01-19 1:16,,215586.8437,259049.3539,관광숙박업,,일반상업지역,10,유흥업소밀집지역,,에이아이지손해보험,호텔,10,0,35,2774,,Tourism and hospitality,0,0,,0,0,,0,2774.48,,0,,,,,,,1000000000,,,,2774,관광호텔업
2272,관광숙박업,03_11_01_P,4641000,CDFI2260032013000002,2013-07-23,,1,영업/정상,13,영업중,,,,,063-231-7900,,,전북특별자치도 전주시 완산구 다가동3가 43-2,"전북특별자치도 전주시 완산구 전주객사2길 45-7 (다가동3가, 풍남관광호텔)",54999,풍남관광호텔,2022-06-21 9:33,I,2024-01-19 1:16,,212594.7421,257607.9374,관광숙박업,,일반상업지역,7,기타,,삼성화재,호텔,6,1,63,3517,,Tourism and hospitality,0,0,,0,0,,0,3517.31,,0,,,,,,,2000000000,,,,3517,관광호텔업
2273,관광숙박업,03_11_01_P,4641000,CDFI2260032013000003,2013-08-30,,1,영업/정상,13,영업중,,,,,063-232-3992,,560-040,전북특별자치도 전주시 완산구 전동 52-2,전북특별자치도 전주시 완산구 팔달로 144-4 (전동),55042,전주한옥마을소리울 호스텔,2017-11-29 14:08,I,2024-01-19 1:16,,213351.2791,257248.2723,관광숙박업,,일반상업지역,3,기타,,,숙박시설,3,0,17,729,,Tourism and hospitality,0,0,,0,0,,0,528,,0,,,,,,,250000000,,,,528,호스텔업
